,Customer_ID,Age,Occupation,Monthly_Inhand_Salary,Total_EMI_per_month,Annual_Income,Amount_invested_monthly
125,CUS_0x3187,40,Architect,758.9454167,29.241518690000003,9983.345,865.9457918858334
126,CUS_0x3fbf,15,Accountant,2300.368333,36.06763128,27796.42,134.92045605416666
127,CUS_0x953c,30,Engineer,11203.726669999998,6281.19223525,132872.72,491.48261017000004
128,CUS_0x4aaa,42,Architect,11662.86333,348.6203965,140014.36,1228.8179281666667
129,CUS_0x2947,48,Accountant,3006.266667,74.69027138,37071.2,172.39061030333335
130,CUS_0x30e0,20,Entrepreneur,3357.9625,109.6141467,41735.55,1823.4875404299999
131,CUS_0xc3b7,38,Architect,3357.9716669999993,60.3708284,40391.66,160.42398800499998
132,CUS_0x1e9b,19,Writer,840.935806609091,5991.791615494167,7441.295000000001,57.23507543083334
133,CUS_0x3b88,41,Scientist,1497.776667,76.21247401,19065.32,76.8920549975
134,CUS_0xae51,46,Entrepreneur,2316.795833,30.44777694,24585.55,111.57593489666665
135,CUS_0xb7ef,27,Manager,1127.144167,3209.0022638133337,15013.730000000001,90.41167772166666
136,CUS_0xb288,44,Journalist,10693.55667,4287.120051858333,126006.68,558.3867910883333
137,CUS_0x7a22,49,Developer,8643.776667,74.15866353,102885.32,491.2042380141666
138,CUS_0x9495,39,Teacher,2847.000833,3253.8700455341664,34212.01,1838.1622375583331
139,CUS_0x64f1,26,Entrepreneur,9810.93,301.5608682,118487.15999999999,2759.185710575
140,CUS_0x6749,26,Mechanic,6450.543332999999,4413.861779608334,77418.52,184.5064228725
141,CUS_0xc1c9,46,Architect,1951.603333,13.88630543,24199.24,909.6251696166665
142,CUS_0x230a,48,Musician,2621.274167,3979.9166666666665,28587.289999999997,1026.6798477109091
143,CUS_0x8928,32,Manager,1426.509583,21.425972079999998,16578.115,93.5870434725
144,CUS_0x682f,20,Writer,6327.616667,2319.027451925,74647.4,285.0764367075
145,CUS_0x4831,43,Mechanic,3133.171667,78.09310674,34766.06,1778.7741634041668
146,CUS_0x32a5,23,Engineer,1611.0933115,7591.376271733334,16852.635,906.5729014791667
147,CUS_0x710f,21,Scientist,2890.841667,158.6079272,33502.1,136.8552373625
148,CUS_0xa54b,28,Media_Manager,7795.877499999999,130.8508578,91690.52999999998,1232.016971790909
149,CUS_0x564a,37,Entrepreneur,2595.878333,154.3933583,30502.539999999997,145.64445214583333
150,CUS_0xb000,21,Media_Manager,2258.7175,17.97585099,30272.61,111.00477370833333
151,CUS_0x2584,31,Accountant,5190.618333,321.1924711916667,59971.420000000006,1002.8045026675
152,CUS_0x5a3f,33,Accountant,3469.755162090909,4509.057644816667,42220.39,191.35206883545453
153,CUS_0xc341,51,Architect,3566.7608329999994,103.03307769999999,43581.13,147.771013115
154,CUS_0x1a96,50,Media_Manager,2127.115,0.0,28681.38,944.8995527508333
155,CUS_0xb7a1,34,Doctor,2717.026667,58.21667032,35376.32,2583.1090828399997
156,CUS_0x31d5,49,Doctor,1273.740417,0.0,1310908.56125,1751.6293031083333
157,CUS_0x45f7,26,Entrepreneur,1676.0269032222222,94.24681087916666,19853.35,1002.2604209336364
158,CUS_0x6617,33,Writer,9910.9175,195.39400910000003,115643.01,438.93947470833336
159,CUS_0x5b80,45,Journalist,513.01875,4691.795598715834,7512.225000000001,1694.7703070391665
161,CUS_0xb9ea,34,Writer,777.0870833,11843.000860400001,9133.045,55.12239021916667
162,CUS_0x54c0,23,Entrepreneur,1886.955833,4914.065062419167,19283.47,930.79030815
163,CUS_0x258b,24,Scientist,5379.896667,80.10017431,66502.76,970.2665739733334
164,CUS_0x4bb4,34,Media_Manager,850.06625,27.594950300000004,9444.795,891.4119610558333
165,CUS_0x8e75,47,Doctor,5989.731667,69.71794787,70112.78,331.457135868
166,CUS_0xf95,18,Entrepreneur,1389.38,37.91235014,15604.56,96.48772262333334
167,CUS_0x4028,37,Manager,5518.605,5782.979949550001,68935.26,1936.7945957350003
168,CUS_0x8db8,43,Doctor,2733.583333,35.55369086,31807.0,954.6318890758333
169,CUS_0x1e63,37,Musician,1089.433333,2434.2289449783334,10025.2,2557.8230049458334
170,CUS_0x4948,39,Media_Manager,5591.406667,127.8260613,64036.88,295.321540619
171,CUS_0xc37b,30,Teacher,908.2704166999999,1457.8525391975,9783.245,899.9908307783334
172,CUS_0xfcc,22,Accountant,7098.226666999999,45.26468137999999,86522.72,1064.1229250249999
173,CUS_0x64ce,22,Lawyer,10221.305,344.1815356,124419.65999999999,1139.7930971833334
174,CUS_0x9574,50,Entrepreneur,1234.542917,8259.021977116667,15606.515,57.947366177499994
175,CUS_0xbc88,25,Developer,2184.576667,132.4811279,28230.92,965.0722141299999
176,CUS_0x661b,29,Developer,895.31375,26.51527996,10623.765,58.955047640833335
177,CUS_0xc51,19,Teacher,1169.579583,14.8851947,11970.955,78.627032355
179,CUS_0xc5a0,20,Manager,3059.936667,21.53854806,33335.24,141.54733064083334
180,CUS_0xb282,32,Manager,11205.819999999998,1334.3778462416665,131577.84,486.12338098333333
181,CUS_0xb9b8,49,Entrepreneur,2743.5181405,4408.464868541667,933806.9033333333,134.63067049916665
182,CUS_0x3e81,20,Manager,4870.966667,27.6545998,679227.2999999999,211.54234312416668
183,CUS_0x3702,40,Journalist,1304.910833,0.0,374365.2691666666,97.22279721416665
184,CUS_0x8a0f,34,Mechanic,6955.293333,363.2373117,83703.52,1140.8045311225
185,CUS_0x21be,46,Musician,8217.586667,3657.0697188166664,99127.04,2644.831595248333
186,CUS_0x8c1f,15,Writer,694.0841667,33.60279492,10405.01,877.1217758866668
187,CUS_0x67e1,43,Lawyer,11304.66333,0.0,135895.96,356.8154550758333
188,CUS_0x1c06,22,Doctor,2625.371667,10147.136901916667,29608.460000000003,127.00649661666667
189,CUS_0x5761,30,Entrepreneur,2767.9950000000003,101.6474842,29999.94,138.23894685666667
190,CUS_0x9a4a,15,Musician,4600.375,6362.304454183333,52972.5,272.62867848916665
191,CUS_0x100b,19,Media_Manager,9549.7825,0.0,113781.39,1499.7634813888887
192,CUS_0x6325,31,Lawyer,1122.219167,1734.1203710391665,15746.63,972.91225885
193,CUS_0x4e3c,19,Lawyer,8205.496667,0.0,1437699.13,467.442763135
194,CUS_0xb217,48,Architect,2488.9225,6207.545941653334,31895.069999999996,1781.8473232241668
195,CUS_0xb374,32,Architect,2494.856667,30.33820426,30922.28,2637.43781147
196,CUS_0x1d4e,37,Journalist,2137.5275,0.0,25530.33,109.34782800916666
197,CUS_0x8a4b,52,Doctor,9299.22,209.31450699999996,110786.64,389.52819073083333
198,CUS_0x93ff,27,Lawyer,3211.081667,31.90658017,39696.98,133.03383411416667
199,CUS_0x3e2d,35,Journalist,9888.55,233.4424036,120366.60000000002,413.67405149583334
200,CUS_0x493c,52,Mechanic,1356.532917,9.175797471,13074.394999999999,92.01961980583333
201,CUS_0x88a0,31,Manager,6155.64,232.06607700000004,76087.68,1027.0552310083333
202,CUS_0x543f,24,Mechanic,4417.745,2051.521166625,51824.94,1042.7327337041668
203,CUS_0x9f7e,31,Journalist,930.6479167,4908.611682061667,11431.775,900.3368219383333
204,CUS_0x23a6,38,Doctor,1395.387917,299.50521849591667,14224.655,1749.548097825833
205,CUS_0xa874,46,Musician,11584.51,183.75951309999996,142170.12,553.7616400083333
206,CUS_0x4ea5,46,Mechanic,1592.647083,28.21305815,19951.765,120.90598928666667
207,CUS_0x8208,36,Teacher,8102.175,3291.2979868083335,94454.10000000002,2857.0428454208336
208,CUS_0xb35f,28,Doctor,2455.285833,74.73897797,27063.430000000004,110.37420678166666
209,CUS_0x8696,44,Media_Manager,3352.6750000000006,174.0872209,36980.1,122.43506862833334
211,CUS_0x5d94,40,Developer,10514.2025,168.0066864,122978.43,298.8879756041667
212,CUS_0x3ef5,32,Doctor,468.77,19.72792349,7821.240000000001,30.4253161525
213,CUS_0xbda3,23,Manager,2431.045,2449.330982985,1798942.4949999999,130.50534412833335
214,CUS_0x29fd,29,Developer,625.46875,4646.375202254167,7709.625,1703.3266467233334
215,CUS_0xbbf3,54,Journalist,2994.961667,27.76471097,34547.54,1753.6887256291666
216,CUS_0x2c31,30,Musician,14258.02667,107.81089960000001,173196.32,673.5917535416667
217,CUS_0xb4be,19,Engineer,1403.2375,5401.2003367025,1192750.4458333333,116.02123570416666
218,CUS_0xa203,40,Entrepreneur,3953.8175,55.77594704999999,46113.81,215.7647916075
219,CUS_0xa7c3,15,Doctor,555.2058333,27.528699129999996,8882.47,1701.8062074825
221,CUS_0x46d4,43,Scientist,2252.204167,4029.776980995,29042.45,173.87959384916667
222,CUS_0x396e,33,Architect,2372.340833,55.13993286000001,26716.09,115.22304742166666
223,CUS_0x74f5,14,Doctor,5581.469876,3661.478248375,74733.44,1851.2569706616669
224,CUS_0xb9e5,44,Media_Manager,647.4808333,28.44218887,8681.77,42.6238637675
225,CUS_0xacbe,38,Media_Manager,719.2125,821.1590014533332,10034.55,867.9910908866667
226,CUS_0x9951,41,Teacher,1785.7484036666665,7597.904038602749,20540.49,69.64786335916666
227,CUS_0xbcb9,52,Musician,3287.2825,69.05565634,38175.39,999.9736906566667
228,CUS_0xae95,22,Accountant,9836.2425,171.07702430000003,116594.90999999999,470.7255520925
229,CUS_0x1f9e,49,Manager,2371.504167,0.0,24894.05,1785.7806793741665
230,CUS_0x2242,39,Teacher,3487.325,43.17129880000001,39399.9,997.2839066108335
231,CUS_0x3e85,25,Musician,11903.83,4581.77862705,142113.96,1377.8720316166666
232,CUS_0xa47,48,Mechanic,5305.615,77.00931295,65299.38,226.27504229454544
233,CUS_0xaa40,52,Manager,2755.71,5179.642271901667,33200.52,931.5470763591666
234,CUS_0x1452,41,Architect,6951.446667,240.7514411,148185.91333333333,272.66351569666665
235,CUS_0x76cf,39,Entrepreneur,573.3729167,42.0997216,7792.475000000001,36.3749828225
236,CUS_0x703f,37,Writer,5561.518333,5823.902988858333,65778.22,205.31081763833333
237,CUS_0x572,44,Teacher,729.3333333,20.74354374,12016.0,881.2587663808334
238,CUS_0x104e,50,Teacher,1688.405833,57.36421101,19180.87,81.55090912333334
239,CUS_0x6f38,31,Entrepreneur,4950.063333,111.7288201,60552.76,2862.232479218182
240,CUS_0x7b3c,41,Mechanic,3703.8725,298.8485303,44386.47,952.2073380425
241,CUS_0x709d,40,Lawyer,797.8025,27.80112878,9141.63,58.46204815583334
242,CUS_0xc434,36,Journalist,1173.0925,444.0,11245.11,80.97260006
243,CUS_0x8a12,40,Accountant,8005.145,138.5419769,98197.74,1068.3035616808334
244,CUS_0x4eb4,21,Journalist,2594.44,57.08103771,30197.28,1794.1223716266668
245,CUS_0xab00,19,Manager,2930.128333,50.76844004,31633.539999999997,1009.3130240300001
246,CUS_0x8c9a,32,Architect,9664.217992222222,608.52010385,118172.64,1174.4797291358334
247,CUS_0x2c5e,35,Lawyer,1806.265,19.7587278,19623.18,99.21825624833333
248,CUS_0x70d5,32,Mechanic,4993.5603052,189.20623323333334,63197.26,2793.3039467425
249,CUS_0xb052,36,Journalist,742.6498361545455,70.00782465,10007.815,53.044281479999995
250,CUS_0x7c34,28,Entrepreneur,10006.67,288.6654547,121688.04,363.39039832916666
251,CUS_0x4256,22,Accountant,2361.11,34.16860445,31069.319999999996,931.1186818091668
252,CUS_0x4f04,39,Mechanic,5751.085,39.80832826,72241.02,1116.7686922233333
253,CUS_0x41b7,25,Teacher,928.39375,27.522822610000002,7612.725000000001,1714.3851587208335
254,CUS_0x9095,47,Manager,1684.832083,18.28600919,16953.985,106.97780229083332
255,CUS_0xa05f,22,Scientist,10559.03,2793.944265416667,125508.36,454.81050247083334
256,CUS_0x309d,16,Doctor,522.5320342,3565.1185186125003,7495.305,1697.2661239375
257,CUS_0xa522,15,Musician,2883.790833,45.89291064,35133.49,115.0457490375
258,CUS_0x8a6e,49,Mechanic,1615.541667,8.540130456,16866.5,950.8466330316668
259,CUS_0x77d1,33,Accountant,1849.7658330000002,0.0,18969.19,1780.2940913491666
260,CUS_0xde6,55,Engineer,3247.849167,2268.424608303333,36154.19,186.06600494
261,CUS_0xa672,32,Entrepreneur,4350.809472222222,3284.6987418166664,51113.85,1003.5740168666666
262,CUS_0x8caf,18,Developer,1371.406667,108.0336712,1043184.64,111.66627482333332
263,CUS_0x4655,47,Accountant,4359.448333,0.0,49889.38,228.52380191833333
264,CUS_0x25aa,14,Mechanic,2637.111667,5788.369174823333,29233.34,1015.773600805
265,CUS_0xbd08,40,Journalist,2548.169167,6029.833333333333,28922.03,121.32948762416667
266,CUS_0x6b44,40,Developer,1801.538333,60.06611256,20742.46,72.81799089583333
267,CUS_0x7517,35,Teacher,4689.265,130.4684033,55719.18,240.5881853658333
268,CUS_0x5228,17,Mechanic,4336.8925,8515.57475725,55558.71,210.4181387683333
269,CUS_0x2e6e,25,Engineer,2859.285,60.5135673,33447.42,2568.2220865433333
270,CUS_0x280b,27,Accountant,3025.489167,33.36609811,34841.87,997.8664900975
271,CUS_0x51b4,36,Engineer,1530.285833,82.65421881,17655.43,961.0920103566667
272,CUS_0xa1d6,30,Architect,725.9195833,6701.696706610001,7103.035,1712.4687870866667
273,CUS_0x8b12,40,Journalist,5246.428333,170.5429655,63101.13999999999,219.20366410166665
274,CUS_0xa459,16,Accountant,2658.756667,2578.279847530833,33453.08,156.11002513166667
275,CUS_0xf23,43,Mechanic,6958.141667,107.3811304,83845.7,1028.3313624683335
276,CUS_0x7cfc,36,Writer,8848.583333,76.85756306,108415.0,1231.62986525
277,CUS_0x728f,52,Doctor,2879.950833,55.40536574,32663.41,990.3357653325
278,CUS_0xd05,45,Musician,10511.85559111111,360.4299099966667,132537.24,1262.2250527166668
279,CUS_0x3cf7,31,Journalist,1391.546667,127.2236916,17850.56,917.1548205725
280,CUS_0xa71a,33,Teacher,1313.485833,20.30880921,15713.83,1741.3121076675
281,CUS_0x32ce,31,Accountant,5386.9075,286.959221,62050.88999999999,291.70776746666667
282,CUS_0x9b4c,37,Doctor,1410.033333,374.4453531,18744.4,106.69455191083334
283,CUS_0x4330,38,Media_Manager,1088.90375,31.349969599999998,12070.845,72.06189815666666
284,CUS_0xf59,22,Doctor,3438.630833,22.683279170000002,38539.57,206.36768146666668
285,CUS_0x9a58,47,Mechanic,4306.27,82.22147115,48411.24,145.95439639916665
286,CUS_0x409e,24,Manager,4238.663333,121.9288772,47275.96,973.1319878466667
287,CUS_0x532d,43,Writer,2342.356667,785.3469995733334,1895202.923333333,110.970064765
288,CUS_0xadb7,28,Architect,2955.246667,6410.6769990475,33314.96,995.7027513550001
289,CUS_0xa9ca,45,Lawyer,898.2529167,29.39552203,7599.035,61.38901002833333
290,CUS_0x69a9,19,Writer,8034.7,259.8059369,97640.39999999998,283.8636868891667
291,CUS_0x7dfb,34,Musician,6535.43,1116.9359911333333,75881.16,318.08608943
292,CUS_0x479,29,Mechanic,2828.915,92.35158352,36490.98,138.3970152375
293,CUS_0x3b5d,19,Developer,2557.966667,20.42494218,30743.599999999995,138.8229885175
294,CUS_0x9167,22,Entrepreneur,14710.53333,472.2784577,177150.4,600.26069525
295,CUS_0x4a5b,26,Architect,9225.666667,364.2904002,110264.0,365.05780165083337
296,CUS_0xfdd,14,Scientist,2693.353333,103.4562133,32128.24,935.4043182783333
298,CUS_0x6387,27,Manager,4895.0525,6707.777647491667,62316.63,1814.3682227341667
299,CUS_0xd83,44,Lawyer,1508.6727366363637,196.70899227750002,19310.62,908.53815661
300,CUS_0x3ce3,47,Entrepreneur,7717.9825,5603.583333333333,94511.79,1241.6893074000002
301,CUS_0xa706,50,Manager,8101.986667,64.96133685,96275.84000000001,1925.9611851749999
302,CUS_0x9983,36,Writer,4511.326667,159.2958242,57219.920000000006,994.9068091033333
303,CUS_0x2877,31,Writer,6453.933333,97.89725769,80591.2,373.29542803333334
304,CUS_0x1df1,31,Mechanic,5849.576667,8662.691815333334,73434.92,1059.2780002416666
305,CUS_0x4223,21,Developer,4735.07,300.2300406,53916.84,2630.8584903558335
306,CUS_0x3f47,35,Musician,4656.6225,10345.069539999999,53071.47,160.83171758666666
307,CUS_0x86b,42,Engineer,6034.68,395.8793931,69692.16,2612.5208060041664
308,CUS_0x98f9,34,Entrepreneur,1043.306667,21.35618485,15735.68,891.8199920400001
309,CUS_0x46eb,32,Engineer,1588.553333,87.46214102,20502.64,104.02008453916666
310,CUS_0x1863,54,Manager,4900.553333,90.94994557,55662.63999999999,1024.5189511175001
311,CUS_0x481f,20,Scientist,1901.5700000000002,71.69473985,19758.84,917.4961333974999
312,CUS_0x79b,27,Lawyer,4526.385,0.0,55000.62,1018.2043636933334
313,CUS_0xbf19,17,Doctor,861.72875,1015.4102622316667,10352.745,62.53303562333334
